日期,产品类别,地区,销售额,订单量,月份
2024/6/11,电子产品,北方,6560,37,Jun-24
2024/6/11,电子产品,南方,6200,25,Jun-24
2024/6/11,电子产品,华东,5669,27,Jun-24
2024/6/11,电子产品,西部,6343,37,Jun-24
2024/6/11,家用电器,北方,3119,20,Jun-24
2024/6/11,家用电器,南方,2988,20,Jun-24
2024/6/11,家用电器,华东,2865,20,Jun-24
2024/6/11,家用电器,西部,2994,20,Jun-24
2024/6/11,服装服饰,北方,5680,28,Jun-24
2024/6/11,服装服饰,南方,3479,20,Jun-24
2024/6/11,服装服饰,华东,3413,20,Jun-24
2024/6/11,服装服饰,西部,4685,26,Jun-24
2024/6/11,家居用品,北方,2531,20,Jun-24
2024/6/11,家居用品,南方,2053,20,Jun-24
2024/6/11,家居用品,华东,1877,20,Jun-24
2024/6/11,家居用品,西部,2085,20,Jun-24
2024/6/11,运动户外,北方,2000,20,Jun-24
2024/6/11,运动户外,南方,1806,20,Jun-24
2024/6/11,运动户外,华东,1721,20,Jun-24
2024/6/11,运动户外,西部,1705,20,Jun-24
2024/6/12,电子产品,北方,7460,37,Jun-24
2024/6/12,电子产品,南方,5485,28,Jun-24
2024/6/12,电子产品,华东,5208,23,Jun-24
2024/6/12,电子产品,西部,6002,28,Jun-24
2024/6/12,家用电器,北方,2893,20,Jun-24
2024/6/12,家用电器,南方,2661,20,Jun-24
2024/6/12,家用电器,华东,2930,20,Jun-24
2024/6/12,家用电器,西部,3655,20,Jun-24
2024/6/12,服装服饰,北方,4594,25,Jun-24
2024/6/12,服装服饰,南方,3158,20,Jun-24
2024/6/12,服装服饰,华东,4374,23,Jun-24
2024/6/12,服装服饰,西部,4381,20,Jun-24
2024/6/12,家居用品,北方,2349,20,Jun-24
2024/6/12,家居用品,南方,2723,20,Jun-24
2024/6/12,家居用品,华东,2349,20,Jun-24
2024/6/12,家居用品,西部,1577,20,Jun-24
2024/6/12,运动户外,北方,1677,20,Jun-24
2024/6/12,运动户外,南方,1807,20,Jun-24
2024/6/12,运动户外,华东,1614,20,Jun-24
2024/6/12,运动户外,西部,1621,20,Jun-24
2024/6/13,电子产品,北方,7527,40,Jun-24
2024/6/13,电子产品,南方,6843,40,Jun-24
2024/6/13,电子产品,华东,6393,27,Jun-24
2024/6/13,电子产品,西部,6425,38,Jun-24
2024/6/13,家用电器,北方,3961,21,Jun-24
2024/6/13,家用电器,南方,2727,20,Jun-24
2024/6/13,家用电器,华东,2848,20,Jun-24
2024/6/13,家用电器,西部,2650,20,Jun-24
2024/6/13,服装服饰,北方,4595,22,Jun-24
2024/6/13,服装服饰,南方,4920,26,Jun-24
2024/6/13,服装服饰,华东,4246,20,Jun-24
2024/6/13,服装服饰,西部,4048,20,Jun-24
2024/6/13,家居用品,北方,2723,20,Jun-24
2024/6/13,家居用品,南方,2170,20,Jun-24
2024/6/13,家居用品,华东,1990,20,Jun-24
2024/6/13,家居用品,西部,2099,20,Jun-24
2024/6/13,运动户外,北方,2245,20,Jun-24
2024/6/13,运动户外,南方,1521,20,Jun-24
2024/6/13,运动户外,华东,1694,20,Jun-24
2024/6/13,运动户外,西部,1600,20,Jun-24
2024/6/14,电子产品,北方,8204,42,Jun-24
2024/6/14,电子产品,南方,5884,28,Jun-24
2024/6/14,电子产品,华东,6191,26,Jun-24
2024/6/14,电子产品,西部,5291,30,Jun-24
2024/6/14,家用电器,北方,3872,20,Jun-24
2024/6/14,家用电器,南方,3103,20,Jun-24
2024/6/14,家用电器,华东,3249,20,Jun-24
2024/6/14,家用电器,西部,3044,20,Jun-24
2024/6/14,服装服饰,北方,4881,22,Jun-24
2024/6/14,服装服饰,南方,2990,20,Jun-24
2024/6/14,服装服饰,华东,4220,23,Jun-24
2024/6/14,服装服饰,西部,4507,24,Jun-24
2024/6/14,家居用品,北方,2499,20,Jun-24
2024/6/14,家居用品,南方,2374,20,Jun-24
2024/6/14,家居用品,华东,2015,20,Jun-24
2024/6/14,家居用品,西部,2105,20,Jun-24
2024/6/14,运动户外,北方,2095,20,Jun-24
2024/6/14,运动户外,南方,1629,20,Jun-24
2024/6/14,运动户外,华东,1380,20,Jun-24
2024/6/14,运动户外,西部,1812,20,Jun-24
2024/6/15,电子产品,北方,8183,37,Jun-24
2024/6/15,电子产品,南方,8171,45,Jun-24
2024/6/15,电子产品,华东,7824,37,Jun-24
2024/6/15,电子产品,西部,6739,38,Jun-24
2024/6/15,家用电器,北方,4176,20,Jun-24
2024/6/15,家用电器,南方,5058,30,Jun-24
2024/6/15,家用电器,华东,4422,21,Jun-24
2024/6/15,家用电器,西部,4550,22,Jun-24
2024/6/15,服装服饰,北方,7066,35,Jun-24
2024/6/15,服装服饰,南方,5215,26,Jun-24
2024/6/15,服装服饰,华东,5150,22,Jun-24
2024/6/15,服装服饰,西部,6357,25,Jun-24
2024/6/15,家居用品,北方,3577,21,Jun-24
2024/6/15,家居用品,南方,3019,20,Jun-24
2024/6/15,家居用品,华东,1936,20,Jun-24
2024/6/15,家居用品,西部,2640,20,Jun-24
2024/6/15,运动户外,北方,2711,20,Jun-24
2024/6/15,运动户外,南方,1950,20,Jun-24
2024/6/15,运动户外,华东,2026,20,Jun-24
2024/6/15,运动户外,西部,1787,20,Jun-24
2024/6/16,电子产品,北方,8403,41,Jun-24
2024/6/16,电子产品,南方,8063,39,Jun-24
2024/6/16,电子产品,华东,8525,35,Jun-24
2024/6/16,电子产品,西部,8058,33,Jun-24
2024/6/16,家用电器,北方,4608,23,Jun-24
2024/6/16,家用电器,南方,3794,20,Jun-24
2024/6/16,家用电器,华东,4734,22,Jun-24
2024/6/16,家用电器,西部,4213,20,Jun-24
2024/6/16,服装服饰,北方,6500,29,Jun-24
2024/6/16,服装服饰,南方,5578,24,Jun-24
2024/6/16,服装服饰,华东,4853,20,Jun-24
2024/6/16,服装服饰,西部,5348,23,Jun-24
2024/6/16,家居用品,北方,3078,20,Jun-24
2024/6/16,家居用品,南方,2772,20,Jun-24
2024/6/16,家居用品,华东,2682,20,Jun-24
2024/6/16,家居用品,西部,2733,20,Jun-24
2024/6/16,运动户外,北方,2310,20,Jun-24
2024/6/16,运动户外,南方,2073,20,Jun-24
2024/6/16,运动户外,华东,2163,20,Jun-24
2024/6/16,运动户外,西部,1952,20,Jun-24
2024/6/17,电子产品,北方,5873,25,Jun-24
2024/6/17,电子产品,南方,7466,41,Jun-24
2024/6/17,电子产品,华东,6452,31,Jun-24
2024/6/17,电子产品,西部,6324,35,Jun-24
2024/6/17,家用电器,北方,3928,22,Jun-24
2024/6/17,家用电器,南方,2963,20,Jun-24
2024/6/17,家用电器,华东,2982,20,Jun-24
2024/6/17,家用电器,西部,3247,20,Jun-24
2024/6/17,服装服饰,北方,5547,28,Jun-24
2024/6/17,服装服饰,南方,3539,20,Jun-24
2024/6/17,服装服饰,华东,4620,20,Jun-24
2024/6/17,服装服饰,西部,4420,21,Jun-24
2024/6/17,家居用品,北方,2586,20,Jun-24
2024/6/17,家居用品,南方,2076,20,Jun-24
2024/6/17,家居用品,华东,1877,20,Jun-24
2024/6/17,家居用品,西部,2025,20,Jun-24
2024/6/17,运动户外,北方,1870,20,Jun-24
2024/6/17,运动户外,南方,1599,20,Jun-24
2024/6/17,运动户外,华东,1803,20,Jun-24
2024/6/17,运动户外,西部,1744,20,Jun-24
2024/6/18,电子产品,北方,7353,38,Jun-24
2024/6/18,电子产品,南方,6786,36,Jun-24
2024/6/18,电子产品,华东,6364,29,Jun-24
2024/6/18,电子产品,西部,5423,29,Jun-24
2024/6/18,家用电器,北方,3151,20,Jun-24
2024/6/18,家用电器,南方,3223,20,Jun-24
2024/6/18,家用电器,华东,2936,20,Jun-24
2024/6/18,家用电器,西部,3271,20,Jun-24
2024/6/18,服装服饰,北方,4891,20,Jun-24
2024/6/18,服装服饰,南方,3807,20,Jun-24
2024/6/18,服装服饰,华东,4231,25,Jun-24
2024/6/18,服装服饰,西部,3923,20,Jun-24
2024/6/18,家居用品,北方,2494,20,Jun-24
2024/6/18,家居用品,南方,1903,20,Jun-24
2024/6/18,家居用品,华东,2274,20,Jun-24
2024/6/18,家居用品,西部,1983,20,Jun-24
2024/6/18,运动户外,北方,2210,20,Jun-24
2024/6/18,运动户外,南方,1888,20,Jun-24
2024/6/18,运动户外,华东,1491,20,Jun-24
2024/6/18,运动户外,西部,1289,20,Jun-24
2024/6/19,电子产品,北方,8055,33,Jun-24
2024/6/19,电子产品,南方,6468,36,Jun-24
2024/6/19,电子产品,华东,6121,25,Jun-24
2024/6/19,电子产品,西部,6118,33,Jun-24
2024/6/19,家用电器,北方,3363,20,Jun-24
2024/6/19,家用电器,南方,3459,20,Jun-24
2024/6/19,家用电器,华东,2654,20,Jun-24
2024/6/19,家用电器,西部,3301,20,Jun-24
2024/6/19,服装服饰,北方,5179,25,Jun-24
2024/6/19,服装服饰,南方,4732,26,Jun-24
2024/6/19,服装服饰,华东,3712,20,Jun-24
2024/6/19,服装服饰,西部,4930,21,Jun-24
2024/6/19,家居用品,北方,2680,20,Jun-24
2024/6/19,家居用品,南方,2338,20,Jun-24
2024/6/19,家居用品,华东,2085,20,Jun-24
2024/6/19,家居用品,西部,1944,20,Jun-24
2024/6/19,运动户外,北方,1784,20,Jun-24
2024/6/19,运动户外,南方,1644,20,Jun-24
2024/6/19,运动户外,华东,1757,20,Jun-24
2024/6/19,运动户外,西部,1477,20,Jun-24
2024/6/20,电子产品,北方,7097,31,Jun-24
2024/6/20,电子产品,南方,6101,34,Jun-24
2024/6/20,电子产品,华东,5617,32,Jun-24
2024/6/20,电子产品,西部,6799,27,Jun-24
2024/6/20,家用电器,北方,3856,20,Jun-24
2024/6/20,家用电器,南方,3363,20,Jun-24
2024/6/20,家用电器,华东,2861,20,Jun-24
2024/6/20,家用电器,西部,3129,20,Jun-24
2024/6/20,服装服饰,北方,4330,21,Jun-24
2024/6/20,服装服饰,南方,3546,20,Jun-24
2024/6/20,服装服饰,华东,4624,20,Jun-24
2024/6/20,服装服饰,西部,4353,20,Jun-24
2024/6/20,家居用品,北方,2745,20,Jun-24
2024/6/20,家居用品,南方,2341,20,Jun-24
2024/6/20,家居用品,华东,2106,20,Jun-24
2024/6/20,家居用品,西部,2247,20,Jun-24
2024/6/20,运动户外,北方,1737,20,Jun-24
2024/6/20,运动户外,南方,1360,20,Jun-24
2024/6/20,运动户外,华东,1629,20,Jun-24
2024/6/20,运动户外,西部,1368,20,Jun-24
2024/6/21,电子产品,北方,7894,36,Jun-24
2024/6/21,电子产品,南方,5937,34,Jun-24
2024/6/21,电子产品,华东,5083,26,Jun-24
2024/6/21,电子产品,西部,6332,26,Jun-24
2024/6/21,家用电器,北方,3886,20,Jun-24
2024/6/21,家用电器,南方,3168,20,Jun-24
2024/6/21,家用电器,华东,2834,20,Jun-24
2024/6/21,家用电器,西部,3099,20,Jun-24
2024/6/21,服装服饰,北方,3823,20,Jun-24
2024/6/21,服装服饰,南方,3868,20,Jun-24
2024/6/21,服装服饰,华东,4546,25,Jun-24
2024/6/21,服装服饰,西部,4028,20,Jun-24
2024/6/21,家居用品,北方,2788,20,Jun-24
2024/6/21,家居用品,南方,2133,20,Jun-24
2024/6/21,家居用品,华东,2210,20,Jun-24
2024/6/21,家居用品,西部,2124,20,Jun-24
2024/6/21,运动户外,北方,1569,20,Jun-24
2024/6/21,运动户外,南方,1745,20,Jun-24
2024/6/21,运动户外,华东,1707,20,Jun-24
2024/6/21,运动户外,西部,1712,20,Jun-24
2024/6/22,电子产品,北方,9003,41,Jun-24
2024/6/22,电子产品,南方,7163,40,Jun-24
2024/6/22,电子产品,华东,7822,42,Jun-24
2024/6/22,电子产品,西部,6829,39,Jun-24
2024/6/22,家用电器,北方,4419,21,Jun-24
2024/6/22,家用电器,南方,4562,22,Jun-24
2024/6/22,家用电器,华东,3717,20,Jun-24
2024/6/22,家用电器,西部,3673,20,Jun-24
2024/6/22,服装服饰,北方,7741,38,Jun-24
2024/6/22,服装服饰,南方,4531,23,Jun-24
2024/6/22,服装服饰,华东,5568,25,Jun-24
2024/6/22,服装服饰,西部,5357,29,Jun-24
2024/6/22,家居用品,北方,3687,20,Jun-24
2024/6/22,家居用品,南方,2752,20,Jun-24
2024/6/22,家居用品,华东,2618,20,Jun-24
2024/6/22,家居用品,西部,2797,20,Jun-24
2024/6/22,运动户外,北方,2327,20,Jun-24
2024/6/22,运动户外,南方,1747,20,Jun-24
2024/6/22,运动户外,华东,1681,20,Jun-24
2024/6/22,运动户外,西部,1863,20,Jun-24
2024/6/23,电子产品,北方,10085,49,Jun-24
2024/6/23,电子产品,南方,7726,38,Jun-24
2024/6/23,电子产品,华东,7356,41,Jun-24
2024/6/23,电子产品,西部,8131,44,Jun-24
2024/6/23,家用电器,北方,4794,27,Jun-24
2024/6/23,家用电器,南方,3980,23,Jun-24
2024/6/23,家用电器,华东,4521,23,Jun-24
2024/6/23,家用电器,西部,3917,20,Jun-24
2024/6/23,服装服饰,北方,7032,33,Jun-24
2024/6/23,服装服饰,南方,5245,27,Jun-24
2024/6/23,服装服饰,华东,4258,24,Jun-24
2024/6/23,服装服饰,西部,6186,33,Jun-24
2024/6/23,家居用品,北方,3332,20,Jun-24
2024/6/23,家居用品,南方,2917,20,Jun-24
2024/6/23,家居用品,华东,2549,20,Jun-24
2024/6/23,家居用品,西部,2547,20,Jun-24
2024/6/23,运动户外,北方,2083,20,Jun-24
2024/6/23,运动户外,南方,2255,20,Jun-24
2024/6/23,运动户外,华东,2056,20,Jun-24
2024/6/23,运动户外,西部,1692,20,Jun-24
2024/6/24,电子产品,北方,8365,42,Jun-24
2024/6/24,电子产品,南方,7767,35,Jun-24
2024/6/24,电子产品,华东,6511,31,Jun-24
2024/6/24,电子产品,西部,5538,28,Jun-24
2024/6/24,家用电器,北方,3852,20,Jun-24
2024/6/24,家用电器,南方,3880,22,Jun-24
2024/6/24,家用电器,华东,2723,20,Jun-24
2024/6/24,家用电器,西部,3736,21,Jun-24
2024/6/24,服装服饰,北方,4490,23,Jun-24
2024/6/24,服装服饰,南方,4557,20,Jun-24
2024/6/24,服装服饰,华东,3719,20,Jun-24
2024/6/24,服装服饰,西部,3659,20,Jun-24
2024/6/24,家居用品,北方,2115,20,Jun-24
2024/6/24,家居用品,南方,2213,20,Jun-24
2024/6/24,家居用品,华东,2035,20,Jun-24
2024/6/24,家居用品,西部,2173,20,Jun-24
2024/6/24,运动户外,北方,1849,20,Jun-24
2024/6/24,运动户外,南方,1601,20,Jun-24
2024/6/24,运动户外,华东,1452,20,Jun-24
2024/6/24,运动户外,西部,1445,20,Jun-24
2024/6/25,电子产品,北方,8157,47,Jun-24
2024/6/25,电子产品,南方,5916,24,Jun-24
2024/6/25,电子产品,华东,5214,27,Jun-24
2024/6/25,电子产品,西部,5659,28,Jun-24
2024/6/25,家用电器,北方,4303,20,Jun-24
2024/6/25,家用电器,南方,2528,20,Jun-24
2024/6/25,家用电器,华东,2763,20,Jun-24
2024/6/25,家用电器,西部,3348,20,Jun-24
2024/6/25,服装服饰,北方,4790,20,Jun-24
2024/6/25,服装服饰,南方,4523,24,Jun-24
2024/6/25,服装服饰,华东,3366,20,Jun-24
2024/6/25,服装服饰,西部,3700,20,Jun-24
2024/6/25,家居用品,北方,2560,20,Jun-24
2024/6/25,家居用品,南方,1894,20,Jun-24
2024/6/25,家居用品,华东,1875,20,Jun-24
2024/6/25,家居用品,西部,1894,20,Jun-24
2024/6/25,运动户外,北方,1944,20,Jun-24
2024/6/25,运动户外,南方,1552,20,Jun-24
2024/6/25,运动户外,华东,1675,20,Jun-24
2024/6/25,运动户外,西部,1576,20,Jun-24
2024/6/26,电子产品,北方,6732,29,Jun-24
2024/6/26,电子产品,南方,6221,30,Jun-24
2024/6/26,电子产品,华东,6831,38,Jun-24
2024/6/26,电子产品,西部,5231,23,Jun-24
2024/6/26,家用电器,北方,3953,20,Jun-24
2024/6/26,家用电器,南方,2637,20,Jun-24
2024/6/26,家用电器,华东,3180,20,Jun-24
2024/6/26,家用电器,西部,3559,20,Jun-24
2024/6/26,服装服饰,北方,4898,24,Jun-24
2024/6/26,服装服饰,南方,3606,20,Jun-24
2024/6/26,服装服饰,华东,3965,21,Jun-24
2024/6/26,服装服饰,西部,4729,26,Jun-24
2024/6/26,家居用品,北方,2494,20,Jun-24
2024/6/26,家居用品,南方,2077,20,Jun-24
2024/6/26,家居用品,华东,1998,20,Jun-24
2024/6/26,家居用品,西部,2254,20,Jun-24
2024/6/26,运动户外,北方,1804,20,Jun-24
2024/6/26,运动户外,南方,1561,20,Jun-24
2024/6/26,运动户外,华东,1841,20,Jun-24
2024/6/26,运动户外,西部,1374,20,Jun-24
2024/6/27,电子产品,北方,8541,50,Jun-24
2024/6/27,电子产品,南方,6495,30,Jun-24
2024/6/27,电子产品,华东,6511,28,Jun-24
2024/6/27,电子产品,西部,4594,25,Jun-24
2024/6/27,家用电器,北方,4240,20,Jun-24
2024/6/27,家用电器,南方,2768,20,Jun-24
2024/6/27,家用电器,华东,3138,20,Jun-24
2024/6/27,家用电器,西部,2966,20,Jun-24
2024/6/27,服装服饰,北方,4820,27,Jun-24
2024/6/27,服装服饰,南方,4590,22,Jun-24
2024/6/27,服装服饰,华东,3676,20,Jun-24
2024/6/27,服装服饰,西部,3664,20,Jun-24
2024/6/27,家居用品,北方,2279,20,Jun-24
2024/6/27,家居用品,南方,1917,20,Jun-24
2024/6/27,家居用品,华东,2003,20,Jun-24
2024/6/27,家居用品,西部,2092,20,Jun-24
2024/6/27,运动户外,北方,1938,20,Jun-24
2024/6/27,运动户外,南方,1618,20,Jun-24
2024/6/27,运动户外,华东,1460,20,Jun-24
2024/6/27,运动户外,西部,1632,20,Jun-24
2024/6/28,电子产品,北方,7449,37,Jun-24
2024/6/28,电子产品,南方,5854,24,Jun-24
2024/6/28,电子产品,华东,6311,25,Jun-24
2024/6/28,电子产品,西部,6069,34,Jun-24
2024/6/28,家用电器,北方,3391,20,Jun-24
2024/6/28,家用电器,南方,3118,20,Jun-24
2024/6/28,家用电器,华东,2472,20,Jun-24
2024/6/28,家用电器,西部,3704,20,Jun-24
2024/6/28,服装服饰,北方,5583,28,Jun-24
2024/6/28,服装服饰,南方,4401,22,Jun-24
2024/6/28,服装服饰,华东,3885,20,Jun-24
2024/6/28,服装服饰,西部,5264,23,Jun-24
2024/6/28,家居用品,北方,2734,20,Jun-24
2024/6/28,家居用品,南方,2452,20,Jun-24
2024/6/28,家居用品,华东,1925,20,Jun-24
2024/6/28,家居用品,西部,2339,20,Jun-24
2024/6/28,运动户外,北方,1891,20,Jun-24
2024/6/28,运动户外,南方,1625,20,Jun-24
2024/6/28,运动户外,华东,1597,20,Jun-24
2024/6/28,运动户外,西部,1935,20,Jun-24
2024/6/29,电子产品,北方,8085,43,Jun-24
2024/6/29,电子产品,南方,8029,32,Jun-24
2024/6/29,电子产品,华东,9049,44,Jun-24
2024/6/29,电子产品,西部,8943,44,Jun-24
2024/6/29,家用电器,北方,4406,20,Jun-24
2024/6/29,家用电器,南方,4213,22,Jun-24
2024/6/29,家用电器,华东,4787,20,Jun-24
2024/6/29,家用电器,西部,4085,23,Jun-24
2024/6/29,服装服饰,北方,6686,34,Jun-24
2024/6/29,服装服饰,南方,5803,26,Jun-24
2024/6/29,服装服饰,华东,5058,22,Jun-24
2024/6/29,服装服饰,西部,5604,26,Jun-24
2024/6/29,家居用品,北方,3174,20,Jun-24
2024/6/29,家居用品,南方,2049,20,Jun-24
2024/6/29,家居用品,华东,2553,20,Jun-24
2024/6/29,家居用品,西部,2411,20,Jun-24
2024/6/29,运动户外,北方,2883,20,Jun-24
2024/6/29,运动户外,南方,1751,20,Jun-24
2024/6/29,运动户外,华东,1789,20,Jun-24
2024/6/29,运动户外,西部,1829,20,Jun-24
2024/6/30,电子产品,北方,9509,45,Jun-24
2024/6/30,电子产品,南方,7941,40,Jun-24
2024/6/30,电子产品,华东,9607,38,Jun-24
2024/6/30,电子产品,西部,7172,35,Jun-24
2024/6/30,家用电器,北方,5416,24,Jun-24
2024/6/30,家用电器,南方,4492,20,Jun-24
2024/6/30,家用电器,华东,4226,20,Jun-24
2024/6/30,家用电器,西部,3752,22,Jun-24
2024/6/30,服装服饰,北方,6560,28,Jun-24
2024/6/30,服装服饰,南方,6249,35,Jun-24
2024/6/30,服装服饰,华东,4458,23,Jun-24
2024/6/30,服装服饰,西部,5761,31,Jun-24
2024/6/30,家居用品,北方,2724,20,Jun-24
2024/6/30,家居用品,南方,3122,20,Jun-24
2024/6/30,家居用品,华东,2634,20,Jun-24
2024/6/30,家居用品,西部,2403,20,Jun-24
2024/6/30,运动户外,北方,2800,20,Jun-24
2024/6/30,运动户外,南方,2303,20,Jun-24
2024/6/30,运动户外,华东,2362,20,Jun-24
2024/6/30,运动户外,西部,2212,20,Jun-24
2024/7/1,电子产品,北方,6024,36,Jul-24
2024/7/1,电子产品,南方,4858,22,Jul-24
2024/7/1,电子产品,华东,5222,26,Jul-24
2024/7/1,电子产品,西部,5098,20,Jul-24
2024/7/1,家用电器,北方,3197,20,Jul-24
2024/7/1,家用电器,南方,2898,20,Jul-24
2024/7/1,家用电器,华东,2707,20,Jul-24
2024/7/1,家用电器,西部,2578,20,Jul-24
2024/7/1,服装服饰,北方,5080,25,Jul-24
2024/7/1,服装服饰,南方,3947,20,Jul-24
2024/7/1,服装服饰,华东,4185,20,Jul-24
2024/7/1,服装服饰,西部,3466,20,Jul-24
2024/7/1,家居用品,北方,2777,20,Jul-24
2024/7/1,家居用品,南方,1794,20,Jul-24
2024/7/1,家居用品,华东,1662,20,Jul-24
2024/7/1,家居用品,西部,1623,20,Jul-24
2024/7/1,运动户外,北方,1578,20,Jul-24
2024/7/1,运动户外,南方,1445,20,Jul-24
2024/7/1,运动户外,华东,1241,20,Jul-24
2024/7/1,运动户外,西部,1280,20,Jul-24
2024/7/2,电子产品,北方,6675,34,Jul-24
2024/7/2,电子产品,南方,4699,25,Jul-24
2024/7/2,电子产品,华东,5843,27,Jul-24
2024/7/2,电子产品,西部,4529,22,Jul-24
2024/7/2,家用电器,北方,3426,20,Jul-24
2024/7/2,家用电器,南方,2837,20,Jul-24
2024/7/2,家用电器,华东,2873,20,Jul-24
2024/7/2,家用电器,西部,2720,20,Jul-24
2024/7/2,服装服饰,北方,4062,21,Jul-24
2024/7/2,服装服饰,南方,3622,21,Jul-24
2024/7/2,服装服饰,华东,4140,24,Jul-24
2024/7/2,服装服饰,西部,3247,20,Jul-24
2024/7/2,家居用品,北方,2043,20,Jul-24
2024/7/2,家居用品,南方,1640,20,Jul-24
2024/7/2,家居用品,华东,1994,20,Jul-24
2024/7/2,家居用品,西部,1887,20,Jul-24
2024/7/2,运动户外,北方,1677,20,Jul-24
2024/7/2,运动户外,南方,1390,20,Jul-24
2024/7/2,运动户外,华东,1191,20,Jul-24
2024/7/2,运动户外,西部,1078,20,Jul-24
2024/7/3,电子产品,北方,5799,34,Jul-24
2024/7/3,电子产品,南方,5325,28,Jul-24
2024/7/3,电子产品,华东,6018,30,Jul-24
2024/7/3,电子产品,西部,5563,32,Jul-24
2024/7/3,家用电器,北方,3863,20,Jul-24
2024/7/3,家用电器,南方,2918,20,Jul-24
2024/7/3,家用电器,华东,2861,20,Jul-24
2024/7/3,家用电器,西部,2728,20,Jul-24
2024/7/3,服装服饰,北方,4179,20,Jul-24
2024/7/3,服装服饰,南方,3819,20,Jul-24
2024/7/3,服装服饰,华东,4111,20,Jul-24
2024/7/3,服装服饰,西部,3736,20,Jul-24
2024/7/3,家居用品,北方,2124,20,Jul-24
2024/7/3,家居用品,南方,1959,20,Jul-24
2024/7/3,家居用品,华东,1495,20,Jul-24
2024/7/3,家居用品,西部,2065,20,Jul-24
2024/7/3,运动户外,北方,1538,20,Jul-24
2024/7/3,运动户外,南方,1175,20,Jul-24
2024/7/3,运动户外,华东,1230,20,Jul-24
2024/7/3,运动户外,西部,1536,20,Jul-24
2024/7/4,电子产品,北方,6518,33,Jul-24
2024/7/4,电子产品,南方,5047,21,Jul-24
2024/7/4,电子产品,华东,4569,25,Jul-24
2024/7/4,电子产品,西部,3481,20,Jul-24
2024/7/4,家用电器,北方,3496,20,Jul-24
2024/7/4,家用电器,南方,2490,20,Jul-24
2024/7/4,家用电器,华东,2415,20,Jul-24
2024/7/4,家用电器,西部,3365,20,Jul-24
2024/7/4,服装服饰,北方,3965,21,Jul-24
2024/7/4,服装服饰,南方,3641,20,Jul-24
2024/7/4,服装服饰,华东,3639,20,Jul-24
2024/7/4,服装服饰,西部,3830,20,Jul-24
2024/7/4,家居用品,北方,2603,20,Jul-24
2024/7/4,家居用品,南方,1818,20,Jul-24
2024/7/4,家居用品,华东,1930,20,Jul-24
2024/7/4,家居用品,西部,1898,20,Jul-24
2024/7/4,运动户外,北方,1675,20,Jul-24
2024/7/4,运动户外,南方,1091,20,Jul-24
2024/7/4,运动户外,华东,1227,20,Jul-24
2024/7/4,运动户外,西部,1218,20,Jul-24
2024/7/5,电子产品,北方,6630,35,Jul-24
2024/7/5,电子产品,南方,5836,34,Jul-24
2024/7/5,电子产品,华东,4998,28,Jul-24
2024/7/5,电子产品,西部,5285,30,Jul-24
2024/7/5,家用电器,北方,3251,20,Jul-24
2024/7/5,家用电器,南方,2860,20,Jul-24
2024/7/5,家用电器,华东,2916,20,Jul-24
2024/7/5,家用电器,西部,2471,20,Jul-24
2024/7/5,服装服饰,北方,4533,26,Jul-24
2024/7/5,服装服饰,南方,4271,24,Jul-24
2024/7/5,服装服饰,华东,3715,20,Jul-24
2024/7/5,服装服饰,西部,3299,20,Jul-24
2024/7/5,家居用品,北方,2183,20,Jul-24
2024/7/5,家居用品,南方,1450,20,Jul-24
2024/7/5,家居用品,华东,1948,20,Jul-24
2024/7/5,家居用品,西部,1914,20,Jul-24
2024/7/5,运动户外,北方,1381,20,Jul-24
2024/7/5,运动户外,南方,1278,20,Jul-24
2024/7/5,运动户外,华东,1160,20,Jul-24
2024/7/5,运动户外,西部,1358,20,Jul-24
2024/7/6,电子产品,北方,8449,42,Jul-24
2024/7/6,电子产品,南方,6089,32,Jul-24
2024/7/6,电子产品,华东,5786,28,Jul-24
2024/7/6,电子产品,西部,7007,29,Jul-24
2024/7/6,家用电器,北方,4277,23,Jul-24
2024/7/6,家用电器,南方,3540,20,Jul-24
2024/7/6,家用电器,华东,3377,20,Jul-24
2024/7/6,家用电器,西部,3300,20,Jul-24
2024/7/6,服装服饰,北方,4929,29,Jul-24
2024/7/6,服装服饰,南方,4958,21,Jul-24
2024/7/6,服装服饰,华东,4451,20,Jul-24
2024/7/6,服装服饰,西部,4334,20,Jul-24
2024/7/6,家居用品,北方,2866,20,Jul-24
2024/7/6,家居用品,南方,2364,20,Jul-24
2024/7/6,家居用品,华东,2000,20,Jul-24
2024/7/6,家居用品,西部,2276,20,Jul-24
2024/7/6,运动户外,北方,2244,20,Jul-24
2024/7/6,运动户外,南方,1747,20,Jul-24
2024/7/6,运动户外,华东,1932,20,Jul-24
2024/7/6,运动户外,西部,1669,20,Jul-24
2024/7/7,电子产品,北方,9549,38,Jul-24
2024/7/7,电子产品,南方,6548,32,Jul-24
2024/7/7,电子产品,华东,7020,33,Jul-24
2024/7/7,电子产品,西部,6908,31,Jul-24
2024/7/7,家用电器,北方,4149,23,Jul-24
2024/7/7,家用电器,南方,3513,20,Jul-24
2024/7/7,家用电器,华东,3631,21,Jul-24
2024/7/7,家用电器,西部,3403,20,Jul-24
2024/7/7,服装服饰,北方,6326,34,Jul-24
2024/7/7,服装服饰,南方,4581,20,Jul-24
2024/7/7,服装服饰,华东,4638,24,Jul-24
2024/7/7,服装服饰,西部,4604,25,Jul-24
2024/7/7,家居用品,北方,2674,20,Jul-24
